Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME	1048-9002	1528-8927	ACOUSTICS - SCIE$ENGINEERING, MECHANICAL - SCIE$MECHANICS - SCIE	1.701	Q3	0.53
INVESTIGATIVE RADIOLOGY	0020-9996	1536-0210	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	10.065	Q1	2.45
JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS	2169-9380	2169-9402	ASTRONOMY & ASTROPHYSICS - SCIE	3.111	Q2	0.60
Journal of Applied Clinical Medical Physics	1526-9914	1526-9914	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	2.243	Q3	0.55
JOURNAL OF COMBINATORIAL DESIGNS	1063-8539	1520-6610	MATHEMATICS - SCIE	0.773	Q3	0.62
APPLIED THERMAL ENGINEERING	1359-4311	1873-5606	ENERGY & FUELS - SCIE$ENGINEERING, MECHANICAL - SCIE$MECHANICS - SCIE$THERMODYNAMICS - SCIE	6.465	Q1	1.32
Exposure and Health	2451-9766	2451-9685	WATER RESOURCES - SCIE	8.835	Q1	2.30
JOURNAL OF COMPARATIVE NEUROLOGY	0021-9967	1096-9861	NEUROSCIENCES - SCIE$ZOOLOGY - SCIE	3.028	Q1	1.14
JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION	0030-9982	0030-9982	MEDICINE, GENERAL & INTERNAL - SCIE$MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	1.002	Q4	0.15
Diabetologe	1860-9716	1860-9724	ENDOCRINOLOGY & METABOLISM - SCIE	0.352	Q4	0.08
Complex & Intelligent Systems	2199-4536	2198-6053	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	6.700	Q1	1.13
AEROSOL SCIENCE AND TECHNOLOGY	0278-6826	1521-7388	ENGINEERING, CHEMICAL - SCIE$ENGINEERING, MECHANICAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE$METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	4.809	Q1	0.69
Pigment & Resin Technology	0369-9420	1758-6941	CHEMISTRY, APPLIED - SCIE$ENGINEERING, CHEMICAL - SCIE$MATERIALS SCIENCE, COATINGS & FILMS - SCIE	1.126	Q4	0.19
Topics in Applied Physics	0303-4216	1437-0859	PHYSICS, APPLIED - SCIE	0.570	Q4	0.04
INSURANCE MATHEMATICS & ECONOMICS	0167-6687	1873-5959	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE$STATISTICS & PROBABILITY - SCIE	2.168	Q2	0.80
BIOELECTROMAGNETICS	0197-8462	1521-186X	BIOLOGY - SCIE$BIOPHYSICS - SCIE	1.848	Q3	0.45
ACTAS ESPANOLAS DE PSIQUIATRIA	1139-9287	1578-2735	NEUROSCIENCES - SCIE$PSYCHIATRY - SCIE	1.667	Q4	0.29
Frontiers in Energy Research	2296-598X	2296-598X	ENERGY & FUELS - SCIE	3.858	Q3	0.40
JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY	0739-0572	1520-0426	ENGINEERING, OCEAN - SCIE$METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	2.531	Q3	0.66
Sustainable Materials and Technologies	2214-9937	2214-9937	ENERGY & FUELS - SCIE$GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	10.681	Q1	1.34
IEEE Journal of Translational Engineering in Health and Medicine	2168-2372	2168-2372	ENGINEERING, BIOMEDICAL - SCIE	2.890	Q3	0.72
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY	1536-2310	1557-8100	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$GENETICS & HEREDITY - SCIE	3.978	Q2	0.62
INVESTIGATIONAL NEW DRUGS	0167-6997	1573-0646	ONCOLOGY - SCIE$PHARMACOLOGY & PHARMACY - SCIE	3.651	Q2	0.94
NORTHWEST SCIENCE	0029-344X	2161-9859	ECOLOGY - SCIE	0.800	Q4	0.18
EUROPEAN HEART JOURNAL	0195-668X	1522-9645	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	35.855	Q1	6.82
British Journal of Occupational Therapy	0308-0226	1477-6006	REHABILITATION - SCIE	1.275	Q4	0.48
HUMAN GENETICS	0340-6717	1432-1203	GENETICS & HEREDITY - SCIE	5.881	Q1	1.03
JAMA Pediatrics	2168-6203	2168-6211	PEDIATRICS - SCIE	26.800	Q1	5.77
RESOURCE GEOLOGY	1344-1698	1751-3928	GEOLOGY - SCIE$MINERALOGY - SCIE	1.277	Q3	0.46
Frontiers in Genetics	N/A	1664-8021	GENETICS & HEREDITY - SCIE	4.772	Q1	0.90
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION	1522-6514	1549-7879	ENVIRONMENTAL SCIENCES - SCIE	4.003	Q2	0.59
NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS	0362-546X	1873-5215	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	1.743	Q1	1.29
European Journal of Obstetrics & Gynecology and Reproductive Biology	0301-2115	1872-7654	OBSTETRICS & GYNECOLOGY - SCIE$REPRODUCTIVE BIOLOGY - SCIE	2.831	Q3	0.68
PHARMACOTHERAPY	0277-0008	1875-9114	PHARMACOLOGY & PHARMACY - SCIE	6.251	Q1	1.17
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY	0964-1998	1467-985X	STATISTICS & PROBABILITY - SCIE	2.175	Q2	0.86
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH	1094-3412	1556-3308	HEALTH CARE SCIENCES & SERVICES - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	1.475	Q4	0.53
JOURNAL OF FOOD SCIENCE	0022-1147	1750-3841	FOOD SCIENCE & TECHNOLOGY - SCIE	3.693	Q2	0.76
Rivista di Psichiatria	0035-6484	2038-2502	PSYCHIATRY - SCIE	3.000	Q3	0.44
NATURAL PRODUCT REPORTS	0265-0568	1460-4752	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CHEMISTRY, MEDICINAL - SCIE$CHEMISTRY, ORGANIC - SCIE	15.111	Q1	1.89
Frontiers in Environmental Science	N/A	2296-665X	ENVIRONMENTAL SCIENCES - SCIE	5.411	Q2	0.71
ANALYTICAL BIOCHEMISTRY	0003-2697	1096-0309	BIOCHEMICAL RESEARCH METHODS - SCIE$BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CHEMISTRY, ANALYTICAL - SCIE	3.191	Q3	0.71
SEMINARS IN HEMATOLOGY	0037-1963	1532-8686	HEMATOLOGY - SCIE	3.754	Q3	0.62
JOURNAL OF CLINICAL PERIODONTOLOGY	0303-6979	1600-051X	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE	7.478	Q1	3.16
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	1462-0316	2380-4084	HORTICULTURE - SCIE	1.918	Q2	0.51
Language Cognition and Neuroscience	2327-3798	2327-3801	AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE$BEHAVIORAL SCIENCES - SCIE	2.842	Q2	0.87
Journal of Analytical Methods in Chemistry	2090-8865	2090-8873	CHEMISTRY, ANALYTICAL - SCIE	2.594	Q3	0.45
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte	1577-0354	1577-0354	SPORT SCIENCES - SCIE	1.281	Q4	0.38
OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES	1730-413X	1897-3191	OCEANOGRAPHY - SCIE	0.829	Q4	0.30
LIQUID CRYSTALS	0267-8292	1366-5855	CHEMISTRY, MULTIDISCIPLINARY - SCIE$CRYSTALLOGRAPHY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	2.676	Q2	0.74
Communications Biology	N/A	2399-3642	BIOLOGY - SCIE	6.548	Q1	1.60
Advances in Physical Organic Chemistry	0065-3160	2162-5921	CHEMISTRY, ORGANIC - SCIE$CHEMISTRY, PHYSICAL - SCIE	1.143	Q4	0.15
PLoS Pathogens	1553-7366	1553-7374	MICROBIOLOGY - SCIE$PARASITOLOGY - SCIE$VIROLOGY - SCIE	7.464	Q1	1.53
JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS	1067-151X	1940-5480	ORTHOPEDICS - SCIE$SURGERY - SCIE	4.000	Q1	1.26
APPLIED ENERGY	0306-2619	1872-9118	ENERGY & FUELS - SCIE$ENGINEERING, CHEMICAL - SCIE	11.446	Q1	1.67
BLOOD PURIFICATION	0253-5068	1421-9735	HEMATOLOGY - SCIE$UROLOGY & NEPHROLOGY - SCIE	3.348	Q2	0.70
MOLECULAR BIOLOGY AND EVOLUTION	0737-4038	1537-1719	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$EVOLUTIONARY BIOLOGY - SCIE$GENETICS & HEREDITY - SCIE	8.800	Q1	2.98
Acta Scientiarum Polonorum-Hortorum Cultus	1644-0692	2545-1405	HORTICULTURE - SCIE	0.695	Q4	0.26
INDIAN JOURNAL OF MICROBIOLOGY	0046-8991	0973-7715	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$MICROBIOLOGY - SCIE	N/A	N/A	0.60
BULLETIN OF THE HISTORY OF MEDICINE	0007-5140	1086-3176	HEALTH CARE SCIENCES & SERVICES - SCIE$HISTORY & PHILOSOPHY OF SCIENCE - SCIE	0.659	Q3	0.44
FOREST PATHOLOGY	1437-4781	1439-0329	FORESTRY - SCIE	1.437	Q3	0.52
LISTY CUKROVARNICKE A REPARSKE	1210-3306	N/A	FOOD SCIENCE & TECHNOLOGY - SCIE	0.308	Q4	0.05
Clinical & Translational Oncology	1699-048X	1699-3055	ONCOLOGY - SCIE	3.340	Q3	0.64
Archives of Disease in Childhood-Education and Practice Edition	1743-0585	1743-0593	PEDIATRICS - SCIE	1.167	Q4	0.33
RUSSIAN JOURNAL OF NEMATOLOGY	0869-6918	0869-6918	ZOOLOGY - SCIE	0.393	Q4	0.23
Orthopaedic Nursing	0744-6020	1542-538X	NURSING - SCIE$ORTHOPEDICS - SCIE	0.988	Q4	0.33
Inflammation and Regeneration	N/A	1880-8190	IMMUNOLOGY - SCIE$MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	10.426	Q1	0.99
ENDEAVOUR	0160-9327	1873-1929	HISTORY & PHILOSOPHY OF SCIENCE - SCIE$MULTIDISCIPLINARY SCIENCES - SCIE	0.600	Q3	0.39
Fire Safety Journal	0379-7112	1873-7226	ENGINEERING, CIVIL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	3.780	Q2	0.68
Icelandic Agricultural Sciences	1670-567X	N/A	AGRICULTURE, MULTIDISCIPLINARY - SCIE	0.615	Q4	0.19
JOURNAL OF CONTAMINANT HYDROLOGY	0169-7722	1873-6009	ENVIRONMENTAL SCIENCES - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$WATER RESOURCES - SCIE	4.184	Q2	0.84
Energy Science & Engineering	N/A	2050-0505	ENERGY & FUELS - SCIE	4.035	Q3	0.55
Joint Diseases and Related Surgery	2687-4784	2687-4792	ORTHOPEDICS - SCIE$SURGERY - SCIE	1.549	Q4	0.52
npj Regenerative Medicine	N/A	2057-3995	CELL & TISSUE ENGINEERING - SCIE$ENGINEERING, BIOMEDICAL - SCIE	14.404	Q1	1.68
ADVANCES IN ANATOMIC PATHOLOGY	1072-4109	1533-4031	PATHOLOGY - SCIE	4.571	Q2	0.78
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY	1064-1297	1936-2293	PHARMACOLOGY & PHARMACY - SCIE$PSYCHIATRY - SCIE	3.492	Q3	0.86
Universe	N/A	2218-1997	ASTRONOMY & ASTROPHYSICS - SCIE$PHYSICS, PARTICLES & FIELDS - SCIE	2.813	Q2	0.51
ENTOMOLOGICAL SCIENCE	1343-8786	1479-8298	ENTOMOLOGY - SCIE	1.304	Q3	0.51
Lupus Science & Medicine	2053-8790	2053-8790	RHEUMATOLOGY - SCIE	4.687	Q2	0.82
MEDICINAL CHEMISTRY RESEARCH	1054-2523	1554-8120	CHEMISTRY, MEDICINAL - SCIE	2.351	Q4	0.65
MOLECULAR AND CELLULAR PROBES	0890-8508	1096-1194	BIOCHEMICAL RESEARCH METHODS - SCIE$BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$CELL BIOLOGY - SCIE	3.285	Q2	0.56
Research in Sports Medicine	1543-8627	1543-8635	SPORT SCIENCES - SCIE	3.661	Q2	1.15
Molecular Ecology Resources	1755-098X	1755-0998	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$ECOLOGY - SCIE$EVOLUTIONARY BIOLOGY - SCIE	8.678	Q1	1.62
FACIES	0172-9179	1612-4820	GEOLOGY - SCIE$PALEONTOLOGY - SCIE	2.211	Q2	0.83
Electronics and Communications in Japan	1942-9533	1942-9541	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	0.360	Q4	0.09
CURRENT OPINION IN BIOTECHNOLOGY	0958-1669	1879-0429	BIOCHEMICAL RESEARCH METHODS - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	10.279	Q1	1.28
Ecological Complexity	1476-945X	1476-9840	ECOLOGY - SCIE	2.969	Q2	0.55
GLOBAL BIOGEOCHEMICAL CYCLES	0886-6236	1944-9224	ENVIRONMENTAL SCIENCES - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	6.500	Q1	1.30
CNS SPECTRUMS	1092-8529	2165-6509	CLINICAL NEUROLOGY - SCIE$PSYCHIATRY - SCIE	4.604	Q2	0.73
American Journal of Cardiovascular Drugs	1175-3277	1179-187X	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$PHARMACOLOGY & PHARMACY - SCIE	3.290	Q3	0.76
RAIRO-OPERATIONS RESEARCH	0399-0559	2804-7303	OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE	2.526	Q3	0.50
IET Computers and Digital Techniques	1751-8601	1751-861X	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE	0.906	Q4	0.24
APPLIED OPTICS	1559-128X	2155-3165	OPTICS - SCIE	1.905	Q3	0.64
JOURNAL OF CANCER EDUCATION	0885-8195	1543-0154	EDUCATION, SCIENTIFIC DISCIPLINES - SCIE$ONCOLOGY - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	1.771	Q3	0.59
Acta Orthopaedica Belgica	0001-6462	0001-6462	ORTHOPEDICS - SCIE	0.350	Q4	0.12
Behavioral and Brain Functions	N/A	1744-9081	BEHAVIORAL SCIENCES - SCIE$NEUROSCIENCES - SCIE	3.950	Q1	0.92
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING	0039-2480	N/A	ENGINEERING, MECHANICAL - SCIE	1.600	Q4	0.48
Therapeutic Innovation & Regulatory Science	2168-4790	2168-4804	MEDICAL INFORMATICS - SCIE$PHARMACOLOGY & PHARMACY - SCIE	1.337	Q4	0.30
JOURNAL OF SOUND AND VIBRATION	0022-460X	1095-8568	ACOUSTICS - SCIE$ENGINEERING, MECHANICAL - SCIE$MECHANICS - SCIE	4.761	Q1	1.26
Open Mathematics	2391-5455	2391-5455	MATHEMATICS - SCIE	0.979	Q2	0.85
BMC Pediatrics	N/A	1471-2431	PEDIATRICS - SCIE	2.567	Q3	0.90
COMPUTER SPEECH AND LANGUAGE	0885-2308	1095-8363	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	3.252	Q3	0.58
EUROPEAN JOURNAL OF HISTOCHEMISTRY	1121-760X	2038-8306	CELL BIOLOGY - SCIE	1.966	Q4	0.38
Current Computer-Aided Drug Design	1573-4099	1875-6697	CHEMISTRY, MEDICINAL - SCIE$COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE	1.639	Q4	0.39
Obesity Reviews	1467-7881	1467-789X	ENDOCRINOLOGY & METABOLISM - SCIE	10.867	Q1	1.62
JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING	0920-4105	1873-4715	ENERGY & FUELS - SCIE$ENGINEERING, PETROLEUM - SCIE	5.168	Q1	1.21
COMMUNICATIONS IN ALGEBRA	0092-7872	1532-4125	MATHEMATICS - SCIE	0.617	Q4	0.55
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY	0392-2936	2709-0086	OBSTETRICS & GYNECOLOGY - SCIE$ONCOLOGY - SCIE	0.255	Q4	0.05
COMPUTERS IN INDUSTRY	0166-3615	1872-6194	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE	11.245	Q1	1.83
INTEGRATED COMPUTER-AIDED ENGINEERING	1069-2509	1875-8835	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$ENGINEERING, MULTIDISCIPLINARY - SCIE	6.137	Q1	1.37
Epigenomics	1750-1911	1750-192X	GENETICS & HEREDITY - SCIE	4.357	Q2	0.93
SSM-Population Health	2352-8273	2352-8273	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	4.086	Q2	1.10
ENERGY EXPLORATION & EXPLOITATION	0144-5987	2048-4054	ENERGY & FUELS - SCIE	2.500	Q4	0.32
Journal of Manufacturing Technology Management	1741-038X	1758-7786	ENGINEERING, INDUSTRIAL - SCIE$ENGINEERING, MANUFACTURING - SCIE	8.144	Q1	1.51
JOURNAL OF ELECTRONIC MATERIALS	0361-5235	1543-186X	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$PHYSICS, APPLIED - SCIE	2.047	Q3	0.42
ACS Applied Electronic Materials	N/A	2637-6113	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	4.494	Q2	0.88
BULLETIN OF THE LONDON MATHEMATICAL SOCIETY	0024-6093	1469-2120	MATHEMATICS - SCIE	1.036	Q2	0.77
Advances in Mathematics of Communications	1930-5346	1930-5338	COMPUTER SCIENCE, THEORY & METHODS - SCIE$MATHEMATICS, APPLIED - SCIE	1.015	Q3	0.41
Cell Reports	2211-1247	2211-1247	CELL BIOLOGY - SCIE	9.995	Q1	1.37
Engineering Management Journal	1042-9247	2377-0643	ENGINEERING, INDUSTRIAL - SCIE	2.548	Q3	0.44
npj Precision Oncology	N/A	2397-768X	ONCOLOGY - SCIE	10.123	Q1	1.52
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY	0266-4356	1532-1940	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE$SURGERY - SCIE	2.018	Q3	0.63
ANNALS OF EPIDEMIOLOGY	1047-2797	1873-2585	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	6.996	Q1	1.40
JOURNAL OF BRYOLOGY	0373-6687	1743-2820	PLANT SCIENCES - SCIE	1.667	Q3	0.48
BUILDING RESEARCH AND INFORMATION	0961-3218	1466-4321	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE	4.799	Q2	0.87
ACTA CHIMICA SLOVENICA	1318-0207	1580-3155	CHEMISTRY, MULTIDISCIPLINARY - SCIE	1.524	Q4	0.25
Biotechnology Journal	1860-6768	1860-7314	BIOCHEMICAL RESEARCH METHODS - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	5.726	Q1	0.92
Chemosphere	0045-6535	1879-1298	ENVIRONMENTAL SCIENCES - SCIE	8.943	Q1	1.48
Journal of Clinical Research in Pediatric Endocrinology	1308-5727	1308-5735	ENDOCRINOLOGY & METABOLISM - SCIE$PEDIATRICS - SCIE	2.016	Q3	0.60
SCANDINAVIAN CARDIOVASCULAR JOURNAL	1401-7431	1651-2006	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	1.992	Q4	0.34
IEEE SPECTRUM	0018-9235	1939-9340	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	3.578	Q2	0.40
BIOLOGICAL CHEMISTRY	1431-6730	1437-4315	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE	4.700	Q2	0.62
DERMATOLOGIC CLINICS	0733-8635	1558-0520	DERMATOLOGY - SCIE	3.645	Q2	1.24
LIFE SCIENCES	0024-3205	1879-0631	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE$PHARMACOLOGY & PHARMACY - SCIE	6.780	Q1	1.41
IEEE ANTENNAS AND PROPAGATION MAGAZINE	1045-9243	1558-4143	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$TELECOMMUNICATIONS - SCIE	3.179	Q2	0.71
J-FOR-Journal of Science & Technology for Forest Products and Processes	1927-6311	1927-632X	MATERIALS SCIENCE, PAPER & WOOD - SCIE	0.400	Q4	0.07
WEED TECHNOLOGY	0890-037X	1550-2740	AGRONOMY - SCIE$PLANT SCIENCES - SCIE	1.807	Q3	0.59
SCIENTOMETRICS	0138-9130	1588-2861	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE	3.801	Q2	0.91
SCHWEIZER ARCHIV FUR TIERHEILKUNDE	0036-7281	1664-2848	VETERINARY SCIENCES - SCIE	0.849	Q3	0.39
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS	0942-9352	2196-7156	CHEMISTRY, PHYSICAL - SCIE	4.315	Q2	0.46
Journal of Comparative Effectiveness Research	2042-6305	2042-6313	HEALTH CARE SCIENCES & SERVICES - SCIE	2.040	Q4	0.60
MEDICINA CLINICA	0025-7753	1578-8989	MEDICINE, GENERAL & INTERNAL - SCIE	3.200	Q2	0.32
Journal of Chemistry	2090-9063	2090-9071	CHEMISTRY, MULTIDISCIPLINARY - SCIE	3.241	Q3	0.35
Electronic Journal of Linear Algebra	1537-9582	1081-3810	MATHEMATICS - SCIE	0.882	Q3	0.65
Ad Hoc Networks	1570-8705	1570-8713	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$TELECOMMUNICATIONS - SCIE	4.816	Q2	1.25
Turkish Journal of Agriculture and Forestry	1300-011X	1303-6173	AGRONOMY - SCIE	2.669	Q2	0.93
Journal of Artificial Intelligence and Soft Computing Research	2083-2567	2449-6499	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	2.675	Q3	0.79
JOURNAL OF CONCHOLOGY	0022-0019	N/A	MARINE & FRESHWATER BIOLOGY - SCIE$ZOOLOGY - SCIE	0.588	Q4	0.18
Periodica Polytechnica-Civil Engineering	0553-6626	N/A	ENGINEERING, CIVIL - SCIE	1.659	Q4	0.38
World Allergy Organization Journal	1939-4551	1939-4551	ALLERGY - SCIE$IMMUNOLOGY - SCIE	5.516	Q2	0.83
INTERNATIONAL JOURNAL OF CONTROL	0020-7179	1366-5820	AUTOMATION & CONTROL SYSTEMS - SCIE	2.102	Q3	0.57
ISRAEL JOURNAL OF CHEMISTRY	0021-2148	1869-5868	CHEMISTRY, MULTIDISCIPLINARY - SCIE	3.357	Q3	0.30
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY	0965-1748	1879-0240	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$ENTOMOLOGY - SCIE	4.421	Q1	1.40
JOURNAL OF MICROBIOLOGY	1225-8873	1976-3794	MICROBIOLOGY - SCIE	2.902	Q3	0.59
MALARIA JOURNAL	N/A	1475-2875	INFECTIOUS DISEASES - SCIE$PARASITOLOGY - SCIE$TROPICAL MEDICINE - SCIE	3.469	Q2	0.86
NATURE IMMUNOLOGY	1529-2908	1529-2916	IMMUNOLOGY - SCIE	31.250	Q1	4.56
KIDNEY & BLOOD PRESSURE RESEARCH	1420-4096	1423-0143	PERIPHERAL VASCULAR DISEASE - SCIE$PHYSIOLOGY - SCIE$UROLOGY & NEPHROLOGY - SCIE	3.096	Q2	0.70
NUKLEARMEDIZIN-NUCLEAR MEDICINE	0029-5566	2567-6407	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	2.221	Q3	0.37
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE	1069-3424	1098-9048	CRITICAL CARE MEDICINE - SCIE$RESPIRATORY SYSTEM - SCIE	3.921	Q2	0.52
Automated Software Engineering	0928-8910	1573-7535	COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE	1.677	Q3	0.78
BIOETHICS	0269-9702	1467-8519	MEDICAL ETHICS - SCIE	2.512	Q2	0.87
Anthropocene Review	2053-0196	2053-020X	ENVIRONMENTAL SCIENCES - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	3.682	Q2	0.64
WATER AND ENVIRONMENT JOURNAL	1747-6585	1747-6593	ENVIRONMENTAL SCIENCES - SCIE$LIMNOLOGY - SCIE$WATER RESOURCES - SCIE	1.977	Q3	0.47
Proceedings of the Institution of Mechanical Engineers Part M-Journal of Engineering for the Maritime Environment	1475-0902	2041-3084	ENGINEERING, MARINE - SCIE	1.322	Q4	0.58
JOURNAL OF CHEMOMETRICS	0886-9383	1099-128X	AUTOMATION & CONTROL SYSTEMS - SCIE$CHEMISTRY, ANALYTICAL - SCIE$COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$INSTRUMENTS & INSTRUMENTATION - SCIE$MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE$STATISTICS & PROBABILITY - SCIE	2.500	Q1	0.65
ACTA SOCIETATIS BOTANICORUM POLONIAE	0001-6977	2083-9480	PLANT SCIENCES - SCIE	1.123	Q4	0.31
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY	0079-6565	1873-3301	CHEMISTRY, PHYSICAL - SCIE$PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE$SPECTROSCOPY - SCIE	9.447	Q1	0.89
TRENDS IN IMMUNOLOGY	1471-4906	1471-4981	IMMUNOLOGY - SCIE	19.709	Q1	1.50
INVERSE PROBLEMS	0266-5611	1361-6420	MATHEMATICS, APPLIED - SCIE$PHYSICS, MATHEMATICAL - SCIE	2.408	Q1	1.09
Regional Environmental Change	1436-3798	1436-378X	ENVIRONMENTAL SCIENCES - SCIE	4.704	Q2	0.88
Journal of Rubber Research	1511-1768	2524-3993	POLYMER SCIENCE - SCIE	1.208	Q4	0.21
Geoscience Data Journal	2049-6060	2049-6060	GEOSCIENCES, MULTIDISCIPLINARY - SCIE$METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	3.488	Q2	0.68
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL	1475-9217	1741-3168	ENGINEERING, MULTIDISCIPLINARY - SCIE$INSTRUMENTS & INSTRUMENTATION - SCIE	5.710	Q1	1.53
TAIWANIA	0372-333X	N/A	PLANT SCIENCES - SCIE	0.816	Q4	0.28
JOURNAL OF QUALITY TECHNOLOGY	0022-4065	2575-6230	ENGINEERING, INDUSTRIAL - SCIE$OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE$STATISTICS & PROBABILITY - SCIE	2.182	Q2	0.77
COMPOST SCIENCE & UTILIZATION	1065-657X	2326-2397	ECOLOGY - SCIE$SOIL SCIENCE - SCIE	1.188	Q4	0.24
