Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Regional Studies in Marine Science	2352-4855	2352-4855	ECOLOGY - SCIE$MARINE & FRESHWATER BIOLOGY - SCIE	2.166	Q2	0.56
JOURNAL OF PALEOLIMNOLOGY	0921-2728	1573-0417	ENVIRONMENTAL SCIENCES - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$LIMNOLOGY - SCIE	2.265	Q3	0.52
MATHEMATICAL PROGRAMMING	0025-5610	1436-4646	COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$MATHEMATICS, APPLIED - SCIE$OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE	3.060	Q1	1.28
JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY	1525-3961	1438-7573	NEUROSCIENCES - SCIE$OTORHINOLARYNGOLOGY - SCIE	3.263	Q2	1.01
PESQUISA AGROPECUARIA BRASILEIRA	0100-204X	1678-3921	AGRICULTURE, MULTIDISCIPLINARY - SCIE	1.100	Q3	0.35
IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH	0791-6833	N/A	AGRICULTURE, MULTIDISCIPLINARY - SCIE$FOOD SCIENCE & TECHNOLOGY - SCIE	1.077	Q3	0.28
ISRAEL JOURNAL OF PLANT SCIENCES	0792-9978	2223-8980	PLANT SCIENCES - SCIE	0.675	Q4	0.21
ARCHIVES OF TOXICOLOGY	0340-5761	1432-0738	TOXICOLOGY - SCIE	6.168	Q1	1.27
Anthropocene	2213-3054	2213-3054	ENVIRONMENTAL SCIENCES - SCIE$GEOGRAPHY, PHYSICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	3.969	Q2	0.80
CEMENT & CONCRETE COMPOSITES	0958-9465	1873-393X	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE$MATERIALS SCIENCE, COMPOSITES - SCIE	9.930	Q1	1.68
EXPERIMENTAL LUNG RESEARCH	0190-2148	1521-0499	RESPIRATORY SYSTEM - SCIE	2.375	Q4	0.51
Cardiology Journal	1897-5593	1898-018X	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	3.487	Q2	0.58
INTERNATIONAL JOURNAL OF LEGAL MEDICINE	0937-9827	1437-1596	MEDICINE, LEGAL - SCIE	2.791	Q1	1.34
Indian Journal of Pathology and Microbiology	0377-4929	0974-5130	PATHOLOGY - SCIE	0.773	Q4	0.25
Journal of Environmental Engineering and Landscape Management	1648-6897	1822-4199	ENVIRONMENTAL SCIENCES - SCIE	1.302	Q4	0.25
CATALYSIS SURVEYS FROM ASIA	1571-1013	1574-9266	CHEMISTRY, PHYSICAL - SCIE	2.964	Q3	0.28
Chemical and Biological Technologies in Agriculture	N/A	2196-5641	AGRICULTURE, MULTIDISCIPLINARY - SCIE	4.839	Q1	1.22
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS	0921-0296	1573-0409	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$ROBOTICS - SCIE	3.129	Q3	0.72
INTELLIGENT AUTOMATION AND SOFT COMPUTING	1079-8587	2326-005X	AUTOMATION & CONTROL SYSTEMS - SCIE$COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	3.401	Q2	0.42
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS	1108-7161	N/A	NEUROSCIENCES - SCIE$PHYSIOLOGY - SCIE	1.864	Q4	0.40
Substance Abuse	0889-7077	1547-0164	SUBSTANCE ABUSE - SCIE	3.984	Q3	0.78
Journal of Medical Imaging and Radiation Oncology	1754-9477	1754-9485	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	1.667	Q4	0.38
Cells	N/A	2073-4409	CELL BIOLOGY - SCIE	7.666	Q2	0.74
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN	0021-9592	0021-9592	ENGINEERING, CHEMICAL - SCIE	0.799	Q4	0.13
MAMMAL STUDY	1343-4152	1348-6160	ZOOLOGY - SCIE	0.723	Q4	0.36
HEART SURGERY FORUM	1098-3511	1522-6662	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$SURGERY - SCIE	0.699	Q4	0.19
HUMAN REPRODUCTION UPDATE	1355-4786	1460-2369	OBSTETRICS & GYNECOLOGY - SCIE$REPRODUCTIVE BIOLOGY - SCIE	17.179	Q1	3.20
ACTA TROPICA	0001-706X	1873-6254	PARASITOLOGY - SCIE$TROPICAL MEDICINE - SCIE	3.222	Q2	0.94
Spanish Journal of Psychology	1138-7416	1988-2904	PSYCHOLOGY - SCIE	1.526	Q4	0.40
Open Geosciences	2391-5447	2391-5447	GEOSCIENCES, MULTIDISCIPLINARY - SCIE	1.467	Q4	0.33
COMMUNICATIONS IN STATISTICS-THEORY AND METHODS	0361-0926	1532-415X	STATISTICS & PROBABILITY - SCIE	0.863	Q4	0.39
Journal of Spatial Science	1449-8596	1836-5655	GEOGRAPHY, PHYSICAL - SCIE$REMOTE SENSING - SCIE	1.840	Q4	0.44
Discrete Analysis	N/A	2397-3129	MATHEMATICS - SCIE	0.923	Q3	0.93
ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE	0391-173X	2036-2145	MATHEMATICS - SCIE	1.041	Q2	0.92
EUROPEAN PHYSICAL JOURNAL D	1434-6060	1434-6079	OPTICS - SCIE$PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE	1.611	Q4	0.45
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY	0165-2427	1873-2534	IMMUNOLOGY - SCIE$VETERINARY SCIENCES - SCIE	1.943	Q2	0.69
NEUROPHYSIOLOGY	0090-2977	1573-9007	NEUROSCIENCES - SCIE$PHYSIOLOGY - SCIE	0.813	Q4	0.15
International Journal of Applied Glass Science	2041-1286	2041-1294	MATERIALS SCIENCE, CERAMICS - SCIE	2.087	Q2	0.51
JOURNAL OF AFFECTIVE DISORDERS	0165-0327	1573-2517	CLINICAL NEUROLOGY - SCIE$PSYCHIATRY - SCIE	6.533	Q1	1.37
Indian Journal of Geo-Marine Sciences	0379-5136	0975-1033	OCEANOGRAPHY - SCIE	0.553	Q4	0.16
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY	1051-8215	1558-2205	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	5.859	Q1	1.66
INTERNATIONAL JOURNAL OF IMPACT ENGINEERING	0734-743X	1879-3509	ENGINEERING, MECHANICAL - SCIE$MECHANICS - SCIE	4.592	Q1	1.20
SIAM JOURNAL ON SCIENTIFIC COMPUTING	1064-8275	1095-7197	MATHEMATICS, APPLIED - SCIE	2.968	Q1	1.35
Developmental Cognitive Neuroscience	1878-9293	1878-9307	NEUROSCIENCES - SCIE	5.811	Q1	1.43
Water Economics and Policy	2382-624X	2382-6258	WATER RESOURCES - SCIE	1.333	Q4	0.39
JOURNAL OF INSECT SCIENCE	N/A	1536-2442	ENTOMOLOGY - SCIE	2.066	Q2	0.80
TECHNICAL PHYSICS LETTERS	1063-7850	1090-6533	PHYSICS, APPLIED - SCIE	0.642	Q4	0.15
JOURNAL OF CULTURAL HERITAGE	1296-2074	1778-3674	CHEMISTRY, ANALYTICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$SPECTROSCOPY - SCIE	3.229	Q2	2.29
HAEMOPHILIA	1351-8216	1365-2516	HEMATOLOGY - SCIE	4.268	Q2	0.63
IET Optoelectronics	1751-8768	1751-8776	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$OPTICS - SCIE$TELECOMMUNICATIONS - SCIE	1.691	Q3	0.44
International Journal of Computer Assisted Radiology and Surgery	1861-6410	1861-6429	ENGINEERING, BIOMEDICAL - SCIE$RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE$SURGERY - SCIE	3.421	Q2	0.94
JOURNAL OF SEA RESEARCH	1385-1101	1873-1414	MARINE & FRESHWATER BIOLOGY - SCIE$OCEANOGRAPHY - SCIE	2.287	Q2	0.75
CLINICAL SCIENCE	0143-5221	1470-8736	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	6.876	Q1	1.30
REVISTA IBEROAMERICANA DE MICOLOGIA	1130-1406	N/A	MYCOLOGY - SCIE	1.385	Q4	0.34
World Journal of Clinical Cases	2307-8960	2307-8960	MEDICINE, GENERAL & INTERNAL - SCIE	1.534	Q4	0.28
NEW SCIENTIST	0262-4079	N/A	MULTIDISCIPLINARY SCIENCES - SCIE	0.906	Q4	0.02
MICROCHIMICA ACTA	0026-3672	1436-5073	CHEMISTRY, ANALYTICAL - SCIE	6.408	Q1	1.34
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY	1068-1620	1608-330X	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CHEMISTRY, ORGANIC - SCIE	1.254	Q4	0.19
Epilepsia Open	N/A	2470-9239	CLINICAL NEUROLOGY - SCIE$NEUROSCIENCES - SCIE	4.026	Q2	0.97
COMPTES RENDUS MATHEMATIQUE	1631-073X	1778-3569	MATHEMATICS - SCIE	0.773	Q3	0.63
Journal of Modern Power Systems and Clean Energy	2196-5625	2196-5420	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	4.469	Q2	0.92
Current Environmental Health Reports	N/A	2196-5412	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	6.521	Q1	2.16
ATLANTIC GEOLOGY	0843-5561	1718-7885	GEOLOGY - SCIE	0.923	Q4	0.21
International Journal of Social Robotics	1875-4791	1875-4805	ROBOTICS - SCIE	3.802	Q2	1.07
High Power Laser Science and Engineering	2095-4719	2052-3289	OPTICS - SCIE	5.943	Q1	1.29
Pancreatology	1424-3903	1424-3911	GASTROENTEROLOGY & HEPATOLOGY - SCIE	3.977	Q3	0.79
Research in Gerontological Nursing	1940-4921	1938-2464	NURSING - SCIE	1.643	Q3	0.80
Minerals	N/A	2075-163X	GEOCHEMISTRY & GEOPHYSICS - SCIE$MINERALOGY - SCIE$MINING & MINERAL PROCESSING - SCIE	2.818	Q2	0.78
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS	1187-7863	1573-322X	AGRICULTURE, MULTIDISCIPLINARY - SCIE$ENVIRONMENTAL SCIENCES - SCIE$HISTORY & PHILOSOPHY OF SCIENCE - SCIE	2.367	Q1	0.83
Mechanika	1392-1207	2029-6983	MECHANICS - SCIE	0.579	Q4	0.14
Nature Reviews Earth & Environment	N/A	2662-138X	ENVIRONMENTAL SCIENCES - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	37.214	Q1	3.66
NATURE REVIEWS NEUROSCIENCE	1471-003X	1471-0048	NEUROSCIENCES - SCIE	38.755	Q1	4.29
ACTA PHYSICA SINICA	1000-3290	N/A	PHYSICS, MULTIDISCIPLINARY - SCIE	0.906	Q4	0.19
Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology	1932-8486	1932-8494	ANATOMY & MORPHOLOGY - SCIE	2.227	Q2	1.25
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	1582-1838	1582-4934	CELL BIOLOGY - SCIE$MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	5.295	Q2	0.92
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE ASME	0195-0738	1528-8994	ENERGY & FUELS - SCIE	3.070	Q3	0.42
SPORTS MEDICINE AND ARTHROSCOPY REVIEW	1062-8592	1538-1951	SPORT SCIENCES - SCIE	2.617	Q3	0.33
International Journal of Neural Systems	0129-0657	1793-6462	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	6.325	Q1	1.12
CZECHOSLOVAK MATHEMATICAL JOURNAL	0011-4642	1572-9141	MATHEMATICS - SCIE	0.328	Q4	0.36
Materials Today Chemistry	2468-5194	2468-5194	CHEMISTRY, MULTIDISCIPLINARY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	7.613	Q1	0.94
Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas	1578-7303	1579-1505	MATHEMATICS - SCIE	2.276	Q1	2.23
Indian Journal of Hematology and Blood Transfusion	0971-4502	0974-0449	HEMATOLOGY - SCIE	0.915	Q4	0.15
JOURNAL OF AEROSOL SCIENCE	0021-8502	1879-1964	ENGINEERING, CHEMICAL - SCIE$ENGINEERING, MECHANICAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE$METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	4.586	Q1	0.88
Preventive Medicine Reports	N/A	2211-3355	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	2.813	Q3	0.71
REVISTA MEDICA DE CHILE	0034-9887	0717-6163	MEDICINE, GENERAL & INTERNAL - SCIE	0.686	Q4	0.15
Advanced Composites and Hybrid Materials	2522-0128	2522-0136	MATERIALS SCIENCE, COMPOSITES - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	11.806	Q1	1.17
Journal of Exercise Science & Fitness	1728-869X	1728-869X	SPORT SCIENCES - SCIE	3.465	Q2	1.07
JOURNAL OF ALGEBRA AND ITS APPLICATIONS	0219-4988	1793-6829	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	0.762	Q3	0.54
DISTRIBUTED AND PARALLEL DATABASES	0926-8782	1573-7578	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE	0.974	Q4	0.31
Translational Andrology and Urology	2223-4683	2223-4691	ANDROLOGY - SCIE$UROLOGY & NEPHROLOGY - SCIE	2.479	Q3	0.59
ENGINEERING IN LIFE SCIENCES	1618-0240	1618-2863	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	3.405	Q3	0.54
MINERALIUM DEPOSITA	0026-4598	1432-1866	GEOCHEMISTRY & GEOPHYSICS - SCIE$MINERALOGY - SCIE	5.206	Q1	1.59
BALTIC FORESTRY	1392-1355	1392-1355	FORESTRY - SCIE	0.686	Q4	0.27
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY	1096-4959	1879-1107	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$ZOOLOGY - SCIE	2.495	Q1	0.86
Express Polymer Letters	1788-618X	1788-618X	POLYMER SCIENCE - SCIE	3.952	Q2	0.82
PAN-PACIFIC ENTOMOLOGIST	0031-0603	2162-0237	ENTOMOLOGY - SCIE	0.212	Q4	0.11
WATER SA	0378-4738	1816-7950	WATER RESOURCES - SCIE	1.586	Q4	0.35
Science Bulletin	2095-9273	2095-9281	MULTIDISCIPLINARY SCIENCES - SCIE	20.577	Q1	2.19
Frontiers in Neurorobotics	1662-5218	1662-5218	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$NEUROSCIENCES - SCIE$ROBOTICS - SCIE	3.493	Q2	0.64
JOURNAL OF QUATERNARY SCIENCE	0267-8179	1099-1417	GEOGRAPHY, PHYSICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	2.769	Q3	0.68
JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS	1023-6198	1563-5120	MATHEMATICS, APPLIED - SCIE	1.352	Q3	0.65
Journal of Micro-Nanolithography MEMS and MOEMS	1932-5150	1932-5134	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE$OPTICS - SCIE	1.167	Q4	0.30
FASEB JOURNAL	0892-6638	1530-6860	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOLOGY - SCIE$CELL BIOLOGY - SCIE	5.834	Q1	0.98
CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES	1526-1492	1526-1506	ENGINEERING, MULTIDISCIPLINARY - SCIE$MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE	2.027	Q2	0.65
Environmental Microbiology Reports	1758-2229	1758-2229	ENVIRONMENTAL SCIENCES - SCIE$MICROBIOLOGY - SCIE	4.006	Q2	0.60
Journal of Stroke	2287-6391	2287-6405	CLINICAL NEUROLOGY - SCIE$PERIPHERAL VASCULAR DISEASE - SCIE	8.632	Q1	1.26
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA	0081-6906	1588-2896	MATHEMATICS - SCIE	0.739	Q3	0.56
MECHANICS OF TIME-DEPENDENT MATERIALS	1385-2000	1573-2738	MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE$MECHANICS - SCIE	2.538	Q2	0.71
MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING	0965-0393	1361-651X	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$PHYSICS, APPLIED - SCIE	2.421	Q3	0.42
CURRENT OPINION IN HEMATOLOGY	1065-6251	1531-7048	HEMATOLOGY - SCIE	3.218	Q3	0.47
Scientific Reports	2045-2322	2045-2322	MULTIDISCIPLINARY SCIENCES - SCIE	4.997	Q2	1.05
EUROPEAN CYTOKINE NETWORK	N/A	1952-4005	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CELL BIOLOGY - SCIE$IMMUNOLOGY - SCIE	3.450	Q3	0.37
Energy Strategy Reviews	2211-467X	2211-4688	ENERGY & FUELS - SCIE	10.010	Q1	1.00
PARKINSONISM & RELATED DISORDERS	1353-8020	1873-5126	CLINICAL NEUROLOGY - SCIE	4.402	Q2	1.10
Frontiers of Environmental Science & Engineering	2095-2201	2095-221X	ENGINEERING, ENVIRONMENTAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE	6.048	Q2	0.63
Bulletin of Engineering Geology and the Environment	1435-9529	1435-9537	ENGINEERING, ENVIRONMENTAL - SCIE$ENGINEERING, GEOLOGICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	4.130	Q2	0.92
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS	0002-9092	1467-8276	AGRICULTURAL ECONOMICS & POLICY - SCIE	3.757	Q2	1.58
PEDIATRIC SURGERY INTERNATIONAL	0179-0358	1437-9813	PEDIATRICS - SCIE$SURGERY - SCIE	2.003	Q3	0.66
Rechtsmedizin	0937-9819	1434-5196	MEDICINE, LEGAL - SCIE	1.112	Q4	0.38
Dynamis	0211-9536	N/A	HISTORY & PHILOSOPHY OF SCIENCE - SCIE	0.545	Q3	0.25
Nature Reviews Gastroenterology & Hepatology	1759-5045	1759-5053	GASTROENTEROLOGY & HEPATOLOGY - SCIE	73.082	Q1	7.27
COMPTES RENDUS CHIMIE	1631-0748	1878-1543	CHEMISTRY, MULTIDISCIPLINARY - SCIE	2.550	Q3	0.39
DRUG RESISTANCE UPDATES	1368-7646	1532-2084	PHARMACOLOGY & PHARMACY - SCIE	22.841	Q1	2.91
UROLOGY	0090-4295	1527-9995	UROLOGY & NEPHROLOGY - SCIE	2.633	Q3	0.75
WORLDS POULTRY SCIENCE JOURNAL	0043-9339	1743-4777	AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE	3.452	Q1	0.95
IEEE Transactions on Industrial Informatics	1551-3203	1941-0050	AUTOMATION & CONTROL SYSTEMS - SCIE$COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$ENGINEERING, INDUSTRIAL - SCIE	11.648	Q1	2.51
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare	1559-2332	1559-713X	HEALTH CARE SCIENCES & SERVICES - SCIE	2.690	Q3	0.64
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES	0020-7403	1879-2162	ENGINEERING, MECHANICAL - SCIE$MECHANICS - SCIE	6.772	Q1	1.72
BEHAVIOURAL NEUROLOGY	0953-4180	1875-8584	CLINICAL NEUROLOGY - SCIE	3.112	Q3	0.69
Journal of Obsessive-Compulsive and Related Disorders	2211-3649	2211-3657	PSYCHIATRY - SCIE	2.236	Q4	0.52
Developing World Bioethics	1471-8731	1471-8847	MEDICAL ETHICS - SCIE	2.427	Q3	0.97
IEEE TRANSACTIONS ON MAGNETICS	0018-9464	1941-0069	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$PHYSICS, APPLIED - SCIE	1.848	Q3	0.41
CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS	1028-6608	1029-0249	ENGINEERING, CIVIL - SCIE	2.913	Q3	0.55
JOURNAL OF VIROLOGICAL METHODS	0166-0934	1879-0984	BIOCHEMICAL RESEARCH METHODS - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$VIROLOGY - SCIE	2.623	Q3	0.52
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY	1569-9048	1878-1519	PHYSIOLOGY - SCIE$RESPIRATORY SYSTEM - SCIE	2.821	Q3	0.68
SCHMERZ	0932-433X	1432-2129	ANESTHESIOLOGY - SCIE$CLINICAL NEUROLOGY - SCIE	1.629	Q4	0.40
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES	0077-8923	1749-6632	MULTIDISCIPLINARY SCIENCES - SCIE	6.499	Q1	0.95
Analytical and Quantitative Cytopathology and Histopathology	0884-6812	N/A	CELL BIOLOGY - SCIE	0.308	Q4	0.04
CHINESE JOURNAL OF CHEMICAL PHYSICS	1674-0068	2327-2244	PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE	1.090	Q4	0.26
Progress in Nutrition	1129-8723	N/A	NUTRITION & DIETETICS - SCIE	0.567	Q4	0.12
PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON	0006-324X	1943-6327	BIOLOGY - SCIE	0.571	Q4	0.17
CRYPTOGAMIE ALGOLOGIE	0181-1568	1776-0984	MARINE & FRESHWATER BIOLOGY - SCIE$PLANT SCIENCES - SCIE	1.217	Q4	0.45
International Journal of Biological Macromolecules	0141-8130	1879-0003	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CHEMISTRY, APPLIED - SCIE$POLYMER SCIENCE - SCIE	8.025	Q1	1.42
International Journal of Advanced Robotic Systems	1729-8814	1729-8814	ROBOTICS - SCIE	1.714	Q4	0.42
JOURNAL OF HIGH ENERGY PHYSICS	1029-8479	1029-8479	PHYSICS, PARTICLES & FIELDS - SCIE	6.376	Q1	1.44
LEARNING & BEHAVIOR	1543-4494	1543-4508	BEHAVIORAL SCIENCES - SCIE$ZOOLOGY - SCIE	1.926	Q2	0.57
MOBILE NETWORKS & APPLICATIONS	1383-469X	1572-8153	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$TELECOMMUNICATIONS - SCIE	3.077	Q2	0.87
Egyptian Journal of Remote Sensing and Space Sciences	1110-9823	2090-2476	ENVIRONMENTAL SCIENCES - SCIE$REMOTE SENSING - SCIE	6.393	Q1	1.05
ASTRONOMICAL JOURNAL	0004-6256	1538-3881	ASTRONOMY & ASTROPHYSICS - SCIE	5.491	Q1	1.25
R Journal	2073-4859	N/A	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$STATISTICS & PROBABILITY - SCIE	1.673	Q2	0.97
Nano Communication Networks	1878-7789	1878-7797	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE$TELECOMMUNICATIONS - SCIE	2.783	Q2	0.65
Tobacco Induced Diseases	1617-9625	N/A	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE$SUBSTANCE ABUSE - SCIE	5.163	Q1	0.61
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE	0840-8688	0840-8688	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	1.606	Q3	0.38
International Journal of Numerical Analysis and Modeling	1705-5105	1705-5105	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	1.326	Q2	0.97
SURFACE SCIENCE REPORTS	0167-5729	1879-274X	CHEMISTRY, PHYSICAL - SCIE$PHYSICS, CONDENSED MATTER - SCIE	13.417	Q1	0.53
JOURNAL OF APPLIED PHYCOLOGY	0921-8971	1573-5176	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$MARINE & FRESHWATER BIOLOGY - SCIE	3.404	Q1	0.89
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS	0165-1587	1464-3618	AGRICULTURAL ECONOMICS & POLICY - SCIE	4.448	Q1	1.42
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA	0041-8994	2240-2926	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	0.109	Q4	0.14
AMERICAN JOURNAL OF PATHOLOGY	0002-9440	1525-2191	PATHOLOGY - SCIE	5.770	Q1	1.53
European Journal of Physical and Rehabilitation Medicine	1973-9087	1973-9095	REHABILITATION - SCIE	5.313	Q1	1.87
DIAMOND AND RELATED MATERIALS	0925-9635	1879-0062	MATERIALS SCIENCE, COATINGS & FILMS - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$PHYSICS, APPLIED - SCIE$PHYSICS, CONDENSED MATTER - SCIE	3.806	Q2	0.70
International Journal of Peptide Research and Therapeutics	1573-3149	1573-3904	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE	2.191	Q4	0.39
BioResources	1930-2126	1930-2126	MATERIALS SCIENCE, PAPER & WOOD - SCIE	1.747	Q2	0.61
BIOCHEMISTRY-MOSCOW	0006-2979	1608-3040	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE	2.824	Q4	0.32
JOURNAL OF NEUROIMMUNOLOGY	0165-5728	1872-8421	IMMUNOLOGY - SCIE$NEUROSCIENCES - SCIE	3.221	Q3	0.62
Advances in Data Analysis and Classification	1862-5347	1862-5355	STATISTICS & PROBABILITY - SCIE	1.944	Q2	0.87
ANALES DEL JARDIN BOTANICO DE MADRID	0211-1322	1988-3196	PLANT SCIENCES - SCIE	0.815	Q4	0.16
TRACE ELEMENTS AND ELECTROLYTES	0946-2104	0946-2104	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$ENDOCRINOLOGY & METABOLISM - SCIE	0.492	Q4	0.07
CELLULOSE	0969-0239	1572-882X	MATERIALS SCIENCE, PAPER & WOOD - SCIE$MATERIALS SCIENCE, TEXTILES - SCIE$POLYMER SCIENCE - SCIE	6.123	Q1	1.61
JOURNAL OF ENDOUROLOGY	0892-7790	1557-900X	UROLOGY & NEPHROLOGY - SCIE	2.619	Q3	0.81
Journal of Plant Registrations	1936-5209	1940-3496	AGRONOMY - SCIE$PLANT SCIENCES - SCIE	0.902	Q4	0.31
Depositional Record	N/A	2055-4877	GEOLOGY - SCIE	2.492	Q1	0.96
Dialogues in Clinical Neuroscience	1294-8322	1958-5969	NEUROSCIENCES - SCIE	6.448	Q1	1.43
OPTICS AND LASER TECHNOLOGY	0030-3992	1879-2545	OPTICS - SCIE$PHYSICS, APPLIED - SCIE	4.939	Q1	1.18
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING	0196-2892	1558-0644	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$GEOCHEMISTRY & GEOPHYSICS - SCIE$IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE$REMOTE SENSING - SCIE	8.125	Q1	1.74
